age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
26,1,5296,Marié(e),Commercial,Cadre Commercial,1,8,8,7,3,3,2,3,2,3,3,0,0,1,3,1,3,Infra & Cloud,1.5,7,7
42,1,6781,Célibataire,Consulting,Manager,3,14,1,0,1,2,2,4,2,3,4,0,0,0,6,2,4,Autre,1.5,0,0
21,0,2174,Célibataire,Commercial,Représentant Commercial,1,3,3,2,1,2,1,2,3,3,3,1,1,0,3,1,1,Entrepreunariat,2.0,1,2
36,0,6653,Célibataire,Commercial,Cadre Commercial,4,7,1,0,4,3,2,4,2,3,3,0,0,0,6,1,5,Transformation Digitale,1.0,0,0
36,1,9699,Marié(e),Commercial,Cadre Commercial,4,16,13,9,1,2,3,4,1,3,3,0,0,1,2,3,4,Transformation Digitale,2.0,1,12
57,1,6755,Marié(e),Consulting,Manager,2,15,3,2,4,3,2,3,3,3,3,0,0,0,2,1,4,Transformation Digitale,1.5,1,2
40,0,2213,Marié(e),Consulting,Consultant,3,10,7,7,4,4,1,3,3,3,3,1,0,1,3,10,4,Infra & Cloud,1.5,1,7
21,1,2610,Célibataire,Commercial,Représentant Commercial,1,3,3,2,1,3,1,4,3,2,4,0,0,0,3,9,2,Transformation Digitale,1.0,2,2
33,0,2851,Célibataire,Commercial,Représentant Commercial,1,1,1,0,4,3,1,3,2,3,3,1,1,0,2,5,3,Marketing,1.5,0,0
37,0,3452,Marié(e),Consulting,Consultant,6,17,5,4,3,3,1,1,2,3,4,0,0,1,3,10,3,Transformation Digitale,1.5,0,3
46,0,5258,Marié(e),Consulting,Tech Lead,2,7,1,0,3,3,2,3,3,4,3,0,0,0,2,7,4,Transformation Digitale,1.0,0,0
41,1,9355,Célibataire,Commercial,Cadre Commercial,1,8,8,7,1,3,2,2,3,3,3,0,1,0,5,4,3,Marketing,2.0,7,7
50,1,10496,Célibataire,Consulting,Manager,6,20,4,3,4,2,3,4,4,3,3,0,0,0,2,10,3,Entrepreunariat,1.5,1,3
40,1,6380,Marié(e),Commercial,Cadre Commercial,2,8,6,4,3,2,2,3,1,3,3,1,1,2,6,22,2,Marketing,1.5,1,0
31,1,2657,Célibataire,Consulting,Assistant de Direction,0,3,2,2,3,2,1,2,4,3,3,1,0,0,5,9,4,Infra & Cloud,1.5,2,2
21,0,2716,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,4,1,2,4,3,3,0,1,0,0,12,3,Infra & Cloud,1.5,0,0
29,1,2201,Célibataire,Consulting,Assistant de Direction,9,6,3,2,4,3,1,4,4,3,3,0,0,0,4,23,3,Infra & Cloud,1.5,1,2
35,1,6540,Célibataire,Consulting,Manager,9,10,1,1,3,2,2,2,3,3,3,0,0,0,5,9,4,Infra & Cloud,1.5,0,0
27,1,3816,Divorcé(e),Consulting,Consultant,1,5,5,2,4,3,1,2,2,3,3,0,0,1,2,1,2,Transformation Digitale,1.5,0,4
28,1,5253,Célibataire,Commercial,Cadre Commercial,1,7,7,5,2,3,2,4,4,3,3,0,0,0,1,9,4,Infra & Cloud,1.5,0,7
49,1,10965,Célibataire,Consulting,Manager,8,26,5,2,2,2,3,3,3,3,4,0,0,0,2,7,3,Autre,1.5,0,0
51,0,4936,Marié(e),Commercial,Cadre Commercial,4,18,7,7,3,3,2,4,3,2,3,0,0,1,2,14,2,Infra & Cloud,1.5,0,7
36,0,2543,Marié(e),Consulting,Assistant de Direction,4,6,2,2,4,3,1,3,2,3,3,0,0,1,3,2,3,Infra & Cloud,1.5,2,2
34,1,5304,Célibataire,Commercial,Cadre Commercial,8,9,5,2,1,4,2,4,2,2,3,1,1,0,3,19,3,Marketing,1.0,0,4
55,0,16659,Célibataire,Consulting,Senior Manager,2,30,5,4,3,3,4,4,3,3,3,1,0,0,2,2,3,Infra & Cloud,1.5,1,2
24,0,4260,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,4,3,2,3,4,4,3,1,0,1,2,10,4,Marketing,1.5,0,3
30,1,2476,Marié(e),Commercial,Représentant Commercial,1,1,1,0,3,3,1,2,1,3,3,0,0,1,3,2,1,Entrepreunariat,1.5,0,0
26,1,3102,Célibataire,Consulting,Assistant de Direction,0,7,6,4,3,3,1,1,3,3,4,0,1,0,2,3,1,Entrepreunariat,2.0,0,4
22,0,2244,Marié(e),Consulting,Assistant de Direction,1,2,2,1,1,3,1,2,4,3,3,0,0,1,1,11,3,Transformation Digitale,1.5,1,2
36,1,7596,Marié(e),Commercial,Cadre Commercial,1,10,10,9,2,2,3,3,2,3,3,0,0,2,2,2,2,Transformation Digitale,1.5,9,0
30,1,2285,Célibataire,Consulting,Assistant de Direction,9,3,1,0,3,3,1,4,3,3,4,1,1,0,4,4,3,Entrepreunariat,2.0,0,0
37,0,3034,Divorcé(e),Consulting,Consultant,1,18,18,7,4,3,1,1,3,2,3,0,0,1,2,14,3,Infra & Cloud,1.5,12,17
40,0,5715,Divorcé(e),Commercial,Cadre Commercial,7,8,5,4,4,3,2,2,3,3,3,0,0,2,5,2,2,Marketing,1.5,1,3
42,0,2576,Divorcé(e),Consulting,Consultant,3,8,5,2,2,3,1,1,2,3,3,0,0,1,5,1,4,Infra & Cloud,1.5,1,2
37,1,4197,Célibataire,Consulting,Tech Lead,2,18,1,0,3,3,2,2,4,2,3,1,0,0,2,10,4,Infra & Cloud,1.5,0,1
43,1,14336,Divorcé(e),Consulting,Directeur Technique,1,25,25,10,1,2,4,2,3,3,3,0,0,1,3,12,3,Infra & Cloud,1.5,3,9
40,0,3448,Marié(e),Consulting,Consultant,6,20,1,0,2,2,2,3,2,3,4,0,0,1,3,2,3,Transformation Digitale,1.5,0,0
54,1,19406,Marié(e),Consulting,Directeur Technique,4,24,4,2,1,3,5,1,3,2,3,0,0,1,4,5,2,Transformation Digitale,1.5,1,2
34,0,6538,Marié(e),Commercial,Cadre Commercial,9,6,3,2,3,3,2,3,1,3,3,0,0,1,3,4,4,Marketing,1.0,1,2
31,0,4306,Marié(e),Consulting,Tech Lead,1,13,13,10,2,3,2,1,2,1,3,0,0,1,5,7,2,Transformation Digitale,1.5,3,12
43,1,2258,Marié(e),Consulting,Consultant,7,8,3,2,4,3,1,4,1,3,4,0,0,1,1,21,3,Transformation Digitale,2.0,1,2
43,0,4522,Divorcé(e),Consulting,Manager,4,8,5,2,3,3,2,3,4,3,3,1,0,0,3,8,4,Autre,1.5,0,2
25,0,4487,Célibataire,Commercial,Cadre Commercial,1,5,5,4,2,2,2,4,2,3,3,1,0,0,3,4,2,Infra & Cloud,1.5,1,3
37,0,4449,Marié(e),Consulting,Assistant de Direction,3,15,13,11,2,3,2,3,1,3,3,1,0,2,2,25,5,Transformation Digitale,1.0,10,7
31,1,2218,Marié(e),Consulting,Consultant,1,4,4,2,4,2,1,1,3,3,3,0,0,1,3,1,2,Infra & Cloud,1.5,3,2
39,1,19197,Divorcé(e),Consulting,Senior Manager,1,21,21,8,2,3,5,3,3,3,3,1,0,1,3,1,1,Infra & Cloud,2.0,1,6
56,0,13212,Marié(e),Commercial,Cadre Commercial,9,36,7,7,3,4,4,1,4,2,3,0,0,3,0,6,3,Infra & Cloud,2.0,7,7
30,0,6577,Célibataire,Commercial,Cadre Commercial,0,6,5,4,2,3,2,3,2,3,3,0,0,0,6,12,3,Entrepreunariat,1.5,4,4
41,1,8392,Marié(e),Commercial,Cadre Commercial,1,10,10,7,2,4,3,1,3,3,3,0,0,1,2,1,3,Marketing,1.5,0,7
28,1,4558,Divorcé(e),Consulting,Consultant,1,10,10,0,3,3,2,1,4,3,3,0,0,1,2,17,2,Transformation Digitale,1.5,1,8
25,1,4031,Marié(e),Consulting,Consultant,5,6,2,2,1,3,1,1,3,3,3,0,1,1,5,3,3,Transformation Digitale,1.5,0,2
52,1,7969,Marié(e),Consulting,Tech Lead,2,28,5,4,4,2,3,3,3,3,3,1,0,0,4,3,3,Transformation Digitale,1.5,0,4
45,1,2654,Marié(e),Consulting,Assistant de Direction,3,8,2,2,1,3,1,4,4,2,4,0,0,2,3,10,2,Infra & Cloud,1.5,0,2
52,0,16555,Marié(e),Consulting,Senior Manager,2,31,5,2,4,3,4,4,4,1,3,0,0,0,2,4,2,Infra & Cloud,1.5,1,4
42,0,4556,Divorcé(e),Consulting,Assistant de Direction,2,19,5,4,1,3,2,3,2,3,3,0,0,1,3,29,2,Infra & Cloud,2.0,0,2
30,0,6091,Célibataire,Consulting,Tech Lead,2,11,5,4,3,1,2,4,3,3,4,0,0,0,2,2,3,Infra & Cloud,1.5,0,2
60,0,19566,Marié(e),Consulting,Senior Manager,5,33,29,8,1,3,5,1,4,1,3,0,0,0,5,7,3,Infra & Cloud,1.5,11,10
46,0,4810,Divorcé(e),Consulting,Tech Lead,2,19,10,7,3,3,2,3,3,2,3,0,0,1,5,18,3,Transformation Digitale,1.5,0,8
42,0,4523,Marié(e),Consulting,Manager,0,7,6,5,4,2,2,4,4,4,3,0,0,3,4,28,4,Entrepreunariat,2.0,0,4
24,0,3202,Célibataire,Commercial,Représentant Commercial,1,6,5,3,1,3,1,2,2,3,3,1,1,0,4,1,1,Entrepreunariat,1.5,1,4
34,0,2351,Divorcé(e),Commercial,Représentant Commercial,0,3,2,2,4,1,1,3,4,2,3,0,1,1,3,6,2,Marketing,2.0,1,0
38,1,1702,Marié(e),Consulting,Consultant,1,1,1,0,4,3,1,4,3,3,4,1,0,1,3,2,2,Infra & Cloud,2.0,0,0
40,0,18041,Marié(e),Commercial,Senior Manager,0,21,20,15,3,3,5,3,4,3,3,0,0,0,2,2,4,Infra & Cloud,1.5,1,12
26,0,2886,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,1,3,1,4,2,1,4,0,0,2,3,23,3,Infra & Cloud,1.5,0,2
30,1,2097,Marié(e),Consulting,Consultant,4,9,5,3,3,3,1,4,3,1,3,0,0,1,3,3,3,Infra & Cloud,1.0,1,4
29,1,11935,Marié(e),Consulting,Directeur Technique,1,10,10,2,2,2,3,3,3,3,3,0,0,0,2,3,4,Transformation Digitale,1.5,0,7
29,0,2546,Marié(e),Consulting,Assistant de Direction,5,6,2,2,3,2,1,2,2,4,3,0,1,0,2,25,5,Entrepreunariat,1.5,1,1
19,1,2564,Célibataire,Ressources Humaines,Ressources Humaines,1,1,1,0,1,2,1,4,3,4,3,0,1,0,3,2,2,Entrepreunariat,1.5,0,0
30,0,8412,Marié(e),Commercial,Cadre Commercial,0,10,9,8,3,3,3,1,3,3,3,0,0,0,3,22,4,Autre,1.0,7,8
57,1,14118,Divorcé(e),Commercial,Senior Manager,3,32,1,0,1,2,4,4,3,2,3,0,0,1,3,29,3,Marketing,1.5,0,0
50,1,17046,Marié(e),Consulting,Senior Manager,0,28,27,10,2,2,4,3,2,3,3,0,0,1,2,29,4,Infra & Cloud,1.5,15,7
30,0,2564,Célibataire,Consulting,Consultant,0,12,11,7,3,3,1,4,3,2,3,0,0,0,2,2,3,Transformation Digitale,1.0,6,7
60,0,10266,Marié(e),Commercial,Cadre Commercial,4,22,18,13,3,2,3,1,4,4,3,0,0,0,5,28,3,Marketing,2.0,13,11
47,0,5070,Divorcé(e),Consulting,Tech Lead,5,20,5,0,1,3,2,4,3,3,3,0,0,3,2,2,2,Transformation Digitale,1.5,0,4
46,1,17861,Marié(e),Consulting,Directeur Technique,6,26,3,2,1,3,4,3,3,1,3,0,0,0,2,2,3,Infra & Cloud,1.5,0,1
35,1,4230,Célibataire,Consulting,Consultant,0,6,5,4,4,1,1,3,3,3,3,0,0,0,2,22,3,Infra & Cloud,1.5,4,3
54,0,3780,Célibataire,Consulting,Consultant,7,19,1,0,3,3,2,3,3,3,3,0,0,0,3,8,4,Infra & Cloud,1.5,0,0
34,1,2768,Divorcé(e),Consulting,Assistant de Direction,3,14,7,3,4,2,1,3,3,3,3,0,0,1,3,2,4,Infra & Cloud,1.5,5,7
46,0,9071,Marié(e),Commercial,Cadre Commercial,2,15,3,2,3,2,3,4,3,3,3,1,0,1,3,10,3,Marketing,1.5,1,2
31,1,10648,Divorcé(e),Consulting,Tech Lead,1,13,13,8,3,3,3,2,4,4,4,0,0,1,6,9,1,Infra & Cloud,1.5,0,8
33,1,13610,Marié(e),Consulting,Senior Manager,7,15,7,6,2,3,3,3,4,4,3,1,1,0,2,15,1,Transformation Digitale,1.5,7,7
33,1,3408,Divorcé(e),Consulting,Consultant,7,8,4,3,1,1,1,4,1,3,3,0,1,3,2,10,1,Transformation Digitale,1.5,1,3
30,1,2983,Célibataire,Commercial,Représentant Commercial,0,4,3,2,4,3,1,2,1,3,3,0,0,0,3,7,1,Marketing,1.5,1,2
35,1,7632,Marié(e),Consulting,Manager,4,10,8,7,4,3,3,3,3,3,3,1,0,0,2,16,3,Infra & Cloud,1.5,0,0
31,1,9824,Marié(e),Consulting,Manager,3,12,1,0,1,3,3,3,1,3,3,0,1,0,2,20,3,Infra & Cloud,2.0,0,0
34,0,9950,Divorcé(e),Ressources Humaines,Ressources Humaines,9,11,3,2,2,3,3,1,3,3,3,1,1,3,2,23,3,Ressources Humaines,2.0,0,2
42,1,2093,Marié(e),Consulting,Consultant,4,8,2,2,2,3,1,3,4,3,3,0,0,1,4,5,2,Autre,2.0,2,0
36,1,9980,Célibataire,Commercial,Cadre Commercial,1,10,10,3,2,3,3,4,4,2,3,0,0,0,3,10,4,Transformation Digitale,1.0,9,7
22,1,3894,Célibataire,Consulting,Consultant,5,4,2,2,3,2,1,3,3,3,3,0,1,0,3,4,1,Entrepreunariat,2.0,1,2
48,0,4051,Marié(e),Commercial,Cadre Commercial,2,14,9,7,2,3,2,4,1,3,3,0,0,1,2,2,5,Marketing,1.5,6,7
55,0,16835,Célibataire,Commercial,Senior Manager,3,37,10,9,1,3,4,2,4,3,4,0,0,0,2,18,5,Infra & Cloud,1.5,7,7
41,1,6230,Célibataire,Commercial,Cadre Commercial,7,16,14,3,4,3,2,4,4,3,3,0,0,0,3,10,2,Infra & Cloud,1.0,1,10
35,1,4717,Marié(e),Commercial,Cadre Commercial,9,15,11,9,2,3,2,3,3,3,3,0,0,0,2,1,3,Marketing,1.5,6,9
40,0,13237,Célibataire,Consulting,Tech Lead,7,22,20,6,2,3,4,3,3,3,3,0,0,0,3,6,3,Infra & Cloud,1.5,5,13
39,0,3755,Marié(e),Consulting,Consultant,1,8,8,3,3,3,1,3,1,3,3,0,0,1,3,8,1,Infra & Cloud,2.0,0,7
31,1,6582,Célibataire,Commercial,Cadre Commercial,4,10,6,5,2,3,2,4,3,4,3,1,0,0,2,2,1,Infra & Cloud,1.5,0,5
42,1,7406,Marié(e),Consulting,Tech Lead,1,10,10,9,4,3,3,1,4,2,4,1,0,1,5,24,3,Transformation Digitale,1.5,5,8
45,1,4805,Marié(e),Commercial,Cadre Commercial,0,9,8,7,4,3,2,2,2,4,3,0,0,1,3,2,3,Autre,1.5,3,7
26,0,2741,Divorcé(e),Ressources Humaines,Ressources Humaines,0,8,7,7,2,3,1,3,2,2,3,1,1,1,2,17,4,Infra & Cloud,2.0,1,0
29,1,4262,Divorcé(e),Consulting,Tech Lead,4,8,3,2,4,3,2,4,2,4,3,0,0,2,2,19,3,Entrepreunariat,1.5,1,2
33,0,16184,Divorcé(e),Consulting,Directeur Technique,4,10,6,1,1,4,4,3,3,3,3,0,0,1,2,1,5,Transformation Digitale,1.5,0,5
31,1,11557,Divorcé(e),Commercial,Senior Manager,9,10,5,4,3,2,3,4,3,2,4,0,0,1,3,7,3,Infra & Cloud,1.5,0,1
18,1,1878,Célibataire,Commercial,Représentant Commercial,1,0,0,0,2,3,1,2,4,3,3,1,1,0,3,5,3,Marketing,2.0,0,0
40,1,10932,Divorcé(e),Commercial,Cadre Commercial,3,20,1,0,3,1,3,1,3,3,3,0,0,1,2,28,3,Autre,1.0,0,1
41,0,6811,Célibataire,Consulting,Manager,2,10,8,7,1,2,2,3,1,3,3,1,0,0,3,2,4,Autre,1.0,0,7
26,1,4306,Divorcé(e),Commercial,Cadre Commercial,5,8,0,0,1,3,2,3,1,3,3,0,0,2,5,29,2,Transformation Digitale,1.5,0,0
35,0,4859,Célibataire,Commercial,Cadre Commercial,1,5,5,4,1,3,2,3,4,3,3,0,0,0,3,1,3,Transformation Digitale,1.5,0,3
34,1,5337,Célibataire,Commercial,Cadre Commercial,1,10,10,7,4,4,2,4,4,3,3,0,0,0,3,21,4,Infra & Cloud,1.5,5,7
26,1,2340,Célibataire,Consulting,Consultant,1,1,1,0,3,1,1,4,2,1,3,1,1,0,3,24,3,Entrepreunariat,1.5,0,0
37,0,7491,Célibataire,Consulting,Tech Lead,4,12,6,5,2,3,3,4,4,4,3,0,0,0,3,1,3,Entrepreunariat,1.5,1,2
46,0,10527,Marié(e),Consulting,Manager,5,28,2,2,1,3,3,3,4,2,3,0,0,0,3,18,1,Transformation Digitale,2.0,1,2
41,0,16595,Marié(e),Commercial,Senior Manager,7,22,18,16,2,3,4,1,2,3,3,0,0,1,2,2,5,Infra & Cloud,1.5,11,8
37,1,8834,Divorcé(e),Commercial,Cadre Commercial,1,9,9,5,1,3,3,2,4,3,3,0,0,1,6,9,4,Transformation Digitale,1.0,7,7
52,1,5577,Divorcé(e),Consulting,Assistant de Direction,3,18,10,9,4,3,2,1,2,3,3,1,0,2,3,6,2,Entrepreunariat,1.5,6,9
32,1,4707,Marié(e),Commercial,Cadre Commercial,8,6,4,2,4,4,2,3,4,3,3,0,1,0,2,11,4,Autre,1.0,1,2
24,1,2400,Marié(e),Commercial,Représentant Commercial,0,3,2,2,4,3,1,4,3,3,3,0,0,2,3,24,3,Transformation Digitale,2.0,2,1
38,0,9824,Marié(e),Consulting,Manager,3,18,1,0,3,3,2,3,3,3,3,0,0,1,4,10,3,Transformation Digitale,1.5,0,0
37,0,6447,Marié(e),Consulting,Tech Lead,6,8,6,5,2,3,2,2,2,2,3,0,0,1,2,1,4,Infra & Cloud,1.5,4,3
49,1,19502,Divorcé(e),Consulting,Directeur Technique,1,31,31,9,4,2,5,3,3,3,3,1,0,1,5,18,4,Infra & Cloud,1.5,0,9
24,1,2725,Marié(e),Consulting,Assistant de Direction,1,6,6,5,2,4,1,4,2,3,3,1,0,2,3,23,3,Transformation Digitale,1.5,1,4
26,1,6272,Marié(e),Commercial,Cadre Commercial,1,6,5,3,1,3,2,2,4,4,4,0,0,2,5,28,2,Marketing,1.5,1,4
24,1,2127,Marié(e),Consulting,Consultant,1,1,1,0,4,2,1,2,4,3,4,0,0,1,2,17,2,Autre,1.5,0,0
50,1,18200,Marié(e),Ressources Humaines,Senior Manager,1,32,32,5,1,3,5,2,3,3,3,0,0,1,2,3,3,Transformation Digitale,2.0,10,7
25,1,2096,Marié(e),Commercial,Représentant Commercial,1,7,7,4,2,3,1,3,3,3,3,0,0,0,1,13,1,Transformation Digitale,1.5,0,6
24,0,2886,Marié(e),Consulting,Consultant,1,6,6,3,1,3,1,3,4,3,3,1,1,1,4,7,3,Infra & Cloud,2.0,1,2
30,1,2033,Marié(e),Commercial,Représentant Commercial,1,1,1,0,2,2,1,1,3,4,3,0,1,1,2,12,4,Infra & Cloud,2.0,0,0
34,1,3622,Marié(e),Consulting,Assistant de Direction,1,6,6,5,2,2,1,4,4,3,3,1,0,1,3,1,2,Infra & Cloud,1.5,1,3
31,1,4233,Divorcé(e),Commercial,Cadre Commercial,2,9,3,1,2,3,2,1,3,1,3,0,1,0,2,13,4,Transformation Digitale,1.5,1,2
35,1,3681,Célibataire,Consulting,Consultant,4,9,3,2,1,2,2,4,4,3,3,0,0,0,3,25,2,Autre,1.5,0,2
31,1,5460,Divorcé(e),Commercial,Cadre Commercial,4,13,7,7,1,4,2,4,4,4,4,0,0,2,4,6,4,Transformation Digitale,1.5,5,7
27,0,2187,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,1,2,1,3,3,2,3,0,0,2,5,6,4,Transformation Digitale,1.5,0,3
37,1,9602,Marié(e),Commercial,Cadre Commercial,4,17,3,0,4,3,2,3,3,2,3,1,0,1,3,2,3,Marketing,1.5,1,0
20,0,2836,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,1,2,4,4,3,0,0,0,0,1,3,Infra & Cloud,1.5,0,0
42,0,4089,Marié(e),Consulting,Manager,1,10,10,2,3,3,2,4,2,3,3,0,0,2,4,2,4,Infra & Cloud,1.5,2,2
43,1,16627,Divorcé(e),Consulting,Directeur Technique,4,21,1,0,2,2,4,4,3,2,3,1,0,1,3,6,4,Autre,1.5,0,0
38,0,2619,Célibataire,Consulting,Assistant de Direction,3,8,0,0,3,3,1,1,4,2,3,0,0,0,3,1,1,Infra & Cloud,1.5,0,0
43,1,5679,Divorcé(e),Consulting,Consultant,3,10,8,7,4,3,2,3,2,3,3,1,0,1,3,9,5,Transformation Digitale,2.0,4,7
48,0,15402,Marié(e),Consulting,Senior Manager,7,21,3,2,4,2,4,1,1,1,3,0,0,1,3,1,4,Infra & Cloud,1.5,0,2
44,0,5985,Célibataire,Ressources Humaines,Ressources Humaines,4,10,2,2,1,2,2,3,2,4,3,0,0,0,1,1,4,Infra & Cloud,1.5,0,2
34,0,2579,Divorcé(e),Commercial,Représentant Commercial,1,8,8,2,3,3,1,3,4,3,3,1,0,2,3,14,3,Entrepreunariat,1.5,0,6
27,1,3041,Divorcé(e),Commercial,Représentant Commercial,0,5,4,3,3,3,1,1,2,3,3,0,1,1,3,2,1,Marketing,1.5,0,2
21,1,3447,Célibataire,Commercial,Représentant Commercial,1,3,3,2,3,3,1,3,3,3,3,0,0,0,2,22,1,Entrepreunariat,1.5,1,2
44,1,19513,Marié(e),Consulting,Senior Manager,4,26,2,2,4,3,5,4,1,4,3,1,0,1,2,3,4,Autre,1.5,0,1
22,1,2773,Marié(e),Consulting,Assistant de Direction,0,3,2,2,1,3,1,3,4,3,4,0,0,0,3,6,1,Transformation Digitale,1.5,2,2
33,1,7104,Divorcé(e),Commercial,Cadre Commercial,0,6,5,0,3,3,2,3,4,3,3,0,0,0,3,8,4,Marketing,1.5,1,2
32,0,6322,Marié(e),Consulting,Assistant de Direction,1,6,6,4,1,3,2,4,4,2,3,1,0,1,2,9,4,Infra & Cloud,1.5,0,5
30,0,2083,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,3,3,1,3,3,3,4,0,0,1,2,3,3,Transformation Digitale,2.0,0,0
53,0,8381,Célibataire,Commercial,Cadre Commercial,7,18,14,7,4,3,2,1,4,4,4,0,0,0,2,1,1,Transformation Digitale,1.5,8,10
34,1,2691,Marié(e),Consulting,Assistant de Direction,1,10,10,9,2,3,1,4,4,2,3,0,0,1,4,1,5,Infra & Cloud,1.5,8,8
45,0,4286,Marié(e),Commercial,Cadre Commercial,2,5,1,1,1,3,2,1,4,3,3,0,1,2,4,26,4,Infra & Cloud,2.0,0,0
26,0,2659,Marié(e),Consulting,Consultant,1,3,3,2,3,3,1,4,3,3,3,1,0,1,2,6,3,Infra & Cloud,1.5,0,2
37,1,9434,Marié(e),Consulting,Tech Lead,1,10,10,7,3,3,3,3,3,3,3,0,0,1,2,3,3,Autre,1.5,7,8
29,0,5561,Marié(e),Commercial,Cadre Commercial,1,6,6,0,2,3,2,3,1,2,3,0,0,1,5,3,2,Transformation Digitale,1.5,1,2
35,1,6646,Célibataire,Consulting,Assistant de Direction,1,17,17,11,2,1,2,4,2,3,3,0,0,0,3,6,4,Infra & Cloud,1.5,11,8
33,1,7725,Divorcé(e),Consulting,Manager,3,15,13,11,3,3,2,4,3,1,4,0,0,1,2,6,3,Infra & Cloud,2.0,4,7
54,1,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,16,9,7,3,3,3,2,3,4,3,0,0,1,1,19,4,Transformation Digitale,1.5,7,1
36,1,8847,Divorcé(e),Consulting,Tech Lead,2,13,3,2,2,2,2,2,3,3,3,1,0,1,2,9,2,Transformation Digitale,1.5,0,2
27,1,2045,Célibataire,Consulting,Assistant de Direction,0,5,4,2,1,2,1,4,4,3,3,0,0,0,0,3,4,Transformation Digitale,1.5,1,1
20,1,1009,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,3,1,3,4,3,3,1,1,0,5,10,1,Transformation Digitale,1.5,1,1
33,1,3348,Célibataire,Consulting,Assistant de Direction,1,10,10,8,1,3,1,1,1,3,3,1,1,0,3,3,3,Infra & Cloud,2.0,9,7
35,1,1281,Marié(e),Consulting,Consultant,1,1,1,0,3,2,1,3,3,3,3,0,0,2,3,3,3,Infra & Cloud,1.0,0,0
23,1,2819,Marié(e),Consulting,Assistant de Direction,2,5,3,2,1,4,1,1,1,4,3,0,0,1,3,4,3,Transformation Digitale,1.5,0,2
25,1,4851,Marié(e),Commercial,Cadre Commercial,0,4,3,2,4,4,2,2,3,3,4,0,0,1,4,8,3,Infra & Cloud,1.5,1,2
38,0,4028,Célibataire,Commercial,Cadre Commercial,0,8,7,7,4,2,2,4,1,3,4,0,0,0,2,7,4,Marketing,1.5,0,5
29,1,2720,Divorcé(e),Consulting,Assistant de Direction,1,10,10,7,2,1,1,4,4,3,3,0,0,1,5,1,4,Infra & Cloud,2.0,2,8
48,1,8120,Marié(e),Commercial,Cadre Commercial,3,12,2,2,2,4,2,2,4,3,3,0,0,0,3,2,1,Marketing,1.5,2,2
27,0,4647,Divorcé(e),Commercial,Cadre Commercial,1,6,6,5,4,4,2,4,2,3,4,1,0,2,3,3,1,Transformation Digitale,2.0,0,4
37,1,4680,Célibataire,Consulting,Assistant de Direction,3,4,1,0,4,4,1,4,1,3,3,0,0,0,2,10,2,Infra & Cloud,1.5,0,0
50,1,3221,Marié(e),Consulting,Consultant,1,20,20,8,4,4,1,3,3,3,3,1,0,3,3,28,1,Transformation Digitale,1.5,3,8
34,0,8621,Célibataire,Consulting,Manager,1,9,8,7,4,2,3,2,2,4,3,0,0,0,3,9,3,Transformation Digitale,1.5,7,7
24,0,4577,Célibataire,Commercial,Cadre Commercial,9,4,2,2,1,3,2,3,1,3,3,0,1,0,3,3,2,Infra & Cloud,1.5,2,0
39,0,4553,Célibataire,Consulting,Manager,1,20,20,7,4,2,2,3,1,3,3,0,0,0,4,2,4,Entrepreunariat,1.5,11,10
32,1,5396,Célibataire,Commercial,Cadre Commercial,1,10,10,7,4,3,2,4,4,2,3,0,0,0,2,10,3,Marketing,1.5,0,8
50,1,6796,Marié(e),Commercial,Cadre Commercial,3,18,4,3,2,3,2,3,1,3,3,1,1,1,4,8,2,Entrepreunariat,2.0,1,3
38,0,7625,Célibataire,Consulting,Manager,0,10,9,7,2,4,2,4,3,2,3,0,0,0,4,1,4,Infra & Cloud,1.5,1,8
27,0,7412,Marié(e),Consulting,Tech Lead,1,9,9,7,3,3,3,1,4,3,3,0,0,0,3,1,2,Infra & Cloud,1.5,0,7
32,0,11159,Célibataire,Consulting,Directeur Technique,3,10,7,7,3,3,3,4,4,3,3,0,0,0,6,3,2,Infra & Cloud,1.5,7,7
47,1,4960,Célibataire,Commercial,Cadre Commercial,2,20,7,7,4,3,2,1,4,3,3,0,0,0,2,14,4,Marketing,1.5,1,7
40,1,10475,Marié(e),Commercial,Cadre Commercial,5,20,18,13,4,2,3,1,3,3,4,1,0,1,2,5,4,Infra & Cloud,2.0,1,12
53,1,14814,Marié(e),Consulting,Directeur Technique,3,32,5,1,3,4,4,3,3,3,3,0,0,0,3,7,3,Infra & Cloud,1.5,1,3
